sequence,repeat,cutoff,candidate_count,elapsed_ns,elapsed_ms
2853,3,30,30,592394367,592.394367
2854,3,10,10,185149517,185.149517
2855,3,50,50,986788037,986.788037
2856,3,20,20,361585166,361.585166
2857,3,20,20,393034875,393.034875
2858,3,10,10,162031029,162.031029
2859,3,50,50,1012657279,1012.657279
2860,3,30,30,612052773,612.052773
2861,3,20,20,394556982,394.556982
2862,3,10,10,195964728,195.964728
2863,3,50,50,1069548635,1069.548635
2864,3,30,30,590184448,590.184448
2865,3,10,10,208151775,208.151775
2866,3,50,50,1024209360,1024.209360
2867,3,20,20,407277662,407.277662
2868,3,30,30,604580128,604.580128
2869,3,20,20,412289351,412.289351
2870,3,30,30,612044316,612.044316
2871,3,50,50,1049398877,1049.398877
2872,3,10,10,209764783,209.764783
2873,3,20,20,406262334,406.262334
2874,3,30,30,603063970,603.063970
2875,3,50,50,1002065840,1002.065840
2876,3,10,10,190116522,190.116522
2877,3,30,30,610459691,610.459691
2878,3,50,50,1006747294,1006.747294
2879,3,10,10,186881972,186.881972
2880,3,20,20,392828696,392.828696
